Year,State,Smoke everyday,Smoke some days,Former smoker,Never smoked,Location 1
2003,Virgin Islands,7.9,2,13.6,76.4,"Virgin Islands
"
2003,Washington,14.6,5,26.2,54.2,"Washington
(47.522280000022135, -120.47001000026114)"
2003,West Virginia,22.6,4.8,25.8,46.9,"West Virginia
(38.66550999958696, -80.71263999973604)"
2003,Wisconsin,17.3,4.7,27.3,50.7,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2003,Wyoming,19.8,4.8,26.2,49.1,"Wyoming
(43.23553999957147, -108.10982999975454)"
2002,Alabama,19.2,5.2,23.2,52.4,"Alabama
(32.840569999605975, -86.63186000013877)"
2002,Alaska,21.9,7.4,25.6,45,"Alaska
(64.84507999974238, -147.72205999986895)"
2002,Arizona,17.8,5.6,24.4,52.2,"Arizona
(34.86596999961597, -111.76380999973156)"
2002,Arkansas,21.5,4.8,24.9,48.8,"Arkansas
(34.748649999697875, -92.27448999971358)"
2002,California,11.1,5.3,23.9,59.6,"California
(37.638300000444815, -120.99958999997835)"
2002,Colorado,15.6,4.7,25.6,54,"Colorado
(38.842890000173554, -106.13314000041055)"
2002,Connecticut,14.4,5,30.4,50.2,"Connecticut
(41.56265999995918, -72.6498400002157)"
2002,Delaware,19.5,5.1,26.3,49,"Delaware
(39.00883000020451, -75.57774000040052)"
2002,District of Columbia,13.4,7,20.4,59.2,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2002,Florida,17.8,4.2,25.1,52.9,"Florida
(28.932039999846268, -81.9289599999039)"
2002,Georgia,17.7,5.6,22.4,54.3,"Georgia
(32.83967999993223, -83.62758000031658)"
2002,Guam,24.8,7.1,15.5,52.6,
2002,Hawaii,17.1,3.9,24.3,54.7,"Hawaii
(21.304850000427336, -157.85774999956269)"
2002,Idaho,16.3,4.3,24.2,55.2,"Idaho
(43.682590000228515, -114.36368000023168)"
2002,Illinois,17.8,5.1,22.9,54.3,"Illinois
(40.485010000411364, -88.99770999971656)"
2002,Indiana,23,4.7,23.3,49.1,"Indiana
(39.76690999989677, -86.14996000035359)"
2002,Iowa,18.8,4.3,23.4,53.4,"Iowa
(42.469390000048634, -93.81649000001335)"
2002,Kansas,17.6,4.5,24.3,53.6,"Kansas
(38.34774000000118, -98.20077999969709)"
2002,Kentucky,29.1,3.5,22,45.5,"Kentucky
(37.645969999815804, -84.77496999996538)"
2002,Louisiana,19,4.9,19.2,57,"Louisiana
(31.31265999975932, -92.44567999993188)"
2002,Maine,19.6,4,33.4,43.1,"Maine
(45.25423000041434, -68.9850299999344)"
2002,Maryland,16.3,5.6,23.7,54.4,"Maryland
(39.29057999976732, -76.6092600004485)"
2002,Massachusetts,14.4,4.5,29.1,52,"Massachusetts
(42.27687000005062, -72.08269000004333)"
2002,Michigan,19.3,4.8,27.1,48.7,"Michigan
(44.661320000317914, -84.71438999959867)"
2002,Minnesota,16.2,5.5,26.8,51.4,"Minnesota
(46.3556499998478, -94.79419999982997)"
2002,Mississippi,21.4,5.9,20,52.7,"Mississippi
(32.7455100000866, -89.53803000008429)"
2002,Missouri,22,4.5,25.5,48,"Missouri
(38.63578999960896, -92.5663000000448)"
2002,Montana,15.7,5.5,26.1,52.7,"Montana
(47.06653000015956, -109.42441999998289)"
2002,Nationwide (States and DC),17.8,5,24.7,52,
2002,"Nationwide (States, DC, and Territories)",17.8,5,24.4,52.3,
2002,Nebraska,17.8,4.9,22.9,54.4,"Nebraska
(41.6410400000961, -99.36572999973953)"
2002,Nevada,21.1,5,24.7,49.2,"Nevada
(39.49323999972637, -117.07183999971608)"
2002,New Hampshire,18.6,4.6,30.2,46.6,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2002,New Jersey,14,5,26,55,"New Jersey
(40.13056999960594, -74.2736899996936)"
2002,New Mexico,15,6.2,26,52.8,"New Mexico
(34.52088000011207, -106.24057999976702)"
2002,New York,16.9,5.4,25,52.7,"New York
(42.82699999955048, -75.54396999981549)"
2002,North Carolina,21.2,5.1,24.1,49.7,"North Carolina
(35.46624999963797, -79.1593199999179)"
2002,North Dakota,16.4,5.1,26.5,52,"North Dakota
(47.475320000018144, -100.11841999998285)"
2002,Ohio,21.4,5.2,24.7,48.7,"Ohio
(40.06020999969189, -82.40426000019869)"
2002,Oklahoma,21.8,4.8,21.8,51.6,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2002,Oregon,17.3,5.1,28.1,49.4,"Oregon
(44.567449999917756, -120.15502999983448)"
2002,Pennsylvania,19.5,5.1,25.7,49.7,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2002,Puerto Rico,8.8,4.4,16.9,69.8,"Puerto Rico
"
2002,Rhode Island,17.5,4.9,29.6,48,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2002,South Carolina,21,5.6,22.6,50.9,"South Carolina
(33.99855000018255, -81.0452500001872)"
2002,South Dakota,17.5,5.1,22.4,55,"South Dakota
(44.353130000049646, -100.37353000040906)"
2002,Tennessee,22.9,4.9,18.7,53.6,"Tennessee
(35.68094000038087, -85.77449000011325)"
2002,Texas,16.6,6.2,20.9,56.2,"Texas
(31.82724000022597, -99.42676999973554)"
2002,Utah,9.9,2.8,17.1,70.1,"Utah
(39.36070000030492, -111.58712999994941)"
2002,Vermont,16.7,4.4,32.3,46.5,"Vermont
(43.625379999687425, -72.51764000028561)"
2002,Virginia,19.4,5.3,22.4,53,"Virginia
(37.54268000028196, -78.45789000012326)"
2002,Virgin Islands,7,2.4,12.1,78.5,"Virgin Islands
"
2002,Washington,16.4,5,28.5,50.1,"Washington
(47.522280000022135, -120.47001000026114)"
2002,West Virginia,23.8,4.7,24.2,47.4,"West Virginia
(38.66550999958696, -80.71263999973604)"
2002,Wisconsin,18.5,4.9,27.3,49.4,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2002,Wyoming,19.2,4.4,26.5,49.8,"Wyoming
(43.23553999957147, -108.10982999975454)"
2001,Alabama,17.4,6.5,23.4,52.8,"Alabama
(32.840569999605975, -86.63186000013877)"
2001,Alaska,19,7.2,26.9,46.9,"Alaska
(64.84507999974238, -147.72205999986895)"
2001,Arizona,15.5,6,25.4,53,"Arizona
(34.86596999961597, -111.76380999973156)"
2001,Arkansas,20.1,5.4,23.6,50.8,"Arkansas
(34.748649999697875, -92.27448999971358)"
2001,California,12.1,5.1,25.9,56.9,"California
(37.638300000444815, -120.99958999997835)"
2001,Colorado,15.4,6.9,26,51.7,"Colorado
(38.842890000173554, -106.13314000041055)"
2001,Connecticut,14.9,5.8,28.9,50.5,"Connecticut
(41.56265999995918, -72.6498400002157)"
2001,Delaware,19,6,25.4,49.5,"Delaware
(39.00883000020451, -75.57774000040052)"
2001,District of Columbia,12.2,8.5,23.3,55.9,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2001,Florida,17.5,4.9,27.5,50.1,"Florida
(28.932039999846268, -81.9289599999039)"
2001,Georgia,17.5,6.1,21.2,55.1,"Georgia
(32.83967999993223, -83.62758000031658)"
2001,Guam,26.5,4.7,11.8,57,
2001,Hawaii,16.5,4,24,55.5,"Hawaii
(21.304850000427336, -157.85774999956269)"
2001,Idaho,15.2,4.4,24.4,56,"Idaho
(43.682590000228515, -114.36368000023168)"
2001,Illinois,17.4,6.3,23.7,52.5,"Illinois
(40.485010000411364, -88.99770999971656)"
2001,Indiana,21.5,5.9,22.6,50,"Indiana
(39.76690999989677, -86.14996000035359)"
2001,Iowa,17,5.1,24.6,53.2,"Iowa
(42.469390000048634, -93.81649000001335)"
2001,Kansas,16.9,5.4,24.3,53.5,"Kansas
(38.34774000000118, -98.20077999969709)"
2001,Kentucky,26.2,4.7,23.6,45.5,"Kentucky
(37.645969999815804, -84.77496999996538)"
2001,Louisiana,19,5.6,19.9,55.4,"Louisiana
(31.31265999975932, -92.44567999993188)"
2001,Maine,18.2,5.7,31.9,44.2,"Maine
(45.25423000041434, -68.9850299999344)"
2001,Maryland,15.3,5.8,24.7,54.2,"Maryland
(39.29057999976732, -76.6092600004485)"
2001,Massachusetts,14.8,4.7,29.9,50.6,"Massachusetts
(42.27687000005062, -72.08269000004333)"
2001,Michigan,19.7,5.9,25.7,48.7,"Michigan
(44.661320000317914, -84.71438999959867)"
2001,Minnesota,16.9,5.3,28.3,49.5,"Minnesota
(46.3556499998478, -94.79419999982997)"
2001,Mississippi,19.6,5.7,21.1,53.6,"Mississippi
(32.7455100000866, -89.53803000008429)"
2001,Missouri,20,5.9,24.5,49.6,"Missouri
(38.63578999960896, -92.5663000000448)"
2001,Montana,16.6,5.4,27.3,50.8,"Montana
(47.06653000015956, -109.42441999998289)"
2001,Nationwide (States and DC),17.4,5.7,24.7,51.3,
2001,"Nationwide (States, DC, and Territories)",17.4,5.6,24.7,51.8,
2001,Nebraska,15.8,4.4,22.3,57.4,"Nebraska
(41.6410400000961, -99.36572999973953)"
2001,Nevada,20.8,6.1,26.2,46.9,"Nevada
(39.49323999972637, -117.07183999971608)"
2001,New Hampshire,19,5.1,28.8,47.1,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2001,New Jersey,15,6.1,26.2,52.7,"New Jersey
(40.13056999960594, -74.2736899996936)"
2001,New Mexico,16.1,7.7,24.9,51.2,"New Mexico
(34.52088000011207, -106.24057999976702)"
2001,New York,16.6,6.6,23.8,53,"New York
(42.82699999955048, -75.54396999981549)"
2001,North Carolina,21.3,4.5,23.8,50.4,"North Carolina
(35.46624999963797, -79.1593199999179)"
2001,North Dakota,15.6,6.5,24.8,53.1,"North Dakota
(47.475320000018144, -100.11841999998285)"
2001,Ohio,21.9,5.8,23.4,49,"Ohio
(40.06020999969189, -82.40426000019869)"
2001,Oklahoma,23.1,5.6,21.8,49.5,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2001,Oregon,15,5.5,28.7,50.9,"Oregon
(44.567449999917756, -120.15502999983448)"
2001,Pennsylvania,18.9,5.6,24.2,51.3,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2001,Puerto Rico,8,4.5,17,70.5,"Puerto Rico
"
2001,Rhode Island,17.6,6.3,28.9,47.3,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2001,South Carolina,19.3,6.7,21.3,52.6,"South Carolina
(33.99855000018255, -81.0452500001872)"
2001,South Dakota,16.6,5.8,25.2,52.5,"South Dakota
(44.353130000049646, -100.37353000040906)"
2001,Tennessee,19.7,4.7,19.1,56.6,"Tennessee
(35.68094000038087, -85.77449000011325)"
2001,Texas,15.5,6.9,20.7,56.9,"Texas
(31.82724000022597, -99.42676999973554)"
2001,Utah,9.1,4.1,17.1,69.7,"Utah
(39.36070000030492, -111.58712999994941)"
2001,Vermont,16.9,5.5,30,47.6,"Vermont
(43.625379999687425, -72.51764000028561)"
2001,Virginia,17.9,4.7,24.7,52.8,"Virginia
(37.54268000028196, -78.45789000012326)"
2001,Virgin Islands,6.9,2.7,12.6,77.8,"Virgin Islands
"
2001,Washington,16.4,6,27.6,49.9,"Washington
(47.522280000022135, -120.47001000026114)"
2001,West Virginia,23.5,4.6,24.7,47.1,"West Virginia
(38.66550999958696, -80.71263999973604)"
2001,Wisconsin,18.2,5.4,28.7,47.8,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2001,Wyoming,17.3,4.9,26,51.9,"Wyoming
(43.23553999957147, -108.10982999975454)"
2000,Alabama,19.3,5.9,24,50.8,"Alabama
(32.840569999605975, -86.63186000013877)"
2000,Alaska,18.6,6.4,28.1,46.8,"Alaska
(64.84507999974238, -147.72205999986895)"
2000,Arizona,13.5,5.2,21.7,59.7,"Arizona
(34.86596999961597, -111.76380999973156)"
2000,Arkansas,19.9,5.2,24.5,50.4,"Arkansas
(34.748649999697875, -92.27448999971358)"
2000,California,12.1,5.1,26,56.7,"California
(37.638300000444815, -120.99958999997835)"
2000,Colorado,15,5,26.2,53.8,"Colorado
(38.842890000173554, -106.13314000041055)"
2000,Connecticut,15.3,4.6,27.8,52.3,"Connecticut
(41.56265999995918, -72.6498400002157)"
2000,Delaware,18.6,4.2,23.9,53.2,"Delaware
(39.00883000020451, -75.57774000040052)"
2000,District of Columbia,13.9,7,22,57.1,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2000,Florida,17.7,5.5,27.4,49.4,"Florida
(28.932039999846268, -81.9289599999039)"
2000,Georgia,18.4,5.1,22.7,53.8,"Georgia
(32.83967999993223, -83.62758000031658)"
2000,Hawaii,15.8,3.9,24.2,56.2,"Hawaii
(21.304850000427336, -157.85774999956269)"
2000,Idaho,16.9,5.4,24.6,53.1,"Idaho
(43.682590000228515, -114.36368000023168)"
2000,Illinois,16.2,6.2,22.6,55.1,"Illinois
(40.485010000411364, -88.99770999971656)"
2000,Indiana,22.4,4.6,22.6,50.5,"Indiana
(39.76690999989677, -86.14996000035359)"
2000,Iowa,18.3,4.9,23.1,53.7,"Iowa
(42.469390000048634, -93.81649000001335)"
2000,Kansas,16.9,4.2,23.6,55.4,"Kansas
(38.34774000000118, -98.20077999969709)"
2000,Kentucky,26.8,3.7,23,46.5,"Kentucky
(37.645969999815804, -84.77496999996538)"
2000,Louisiana,18.6,5.5,19.5,56.5,"Louisiana
(31.31265999975932, -92.44567999993188)"
2000,Maine,20.7,3.1,29.9,46.3,"Maine
(45.25423000041434, -68.9850299999344)"
2000,Maryland,15.2,5.3,23.5,56,"Maryland
(39.29057999976732, -76.6092600004485)"
2000,Massachusetts,15.3,4.7,28.2,51.9,"Massachusetts
(42.27687000005062, -72.08269000004333)"
2000,Michigan,19.1,5,25.4,50.4,"Michigan
(44.661320000317914, -84.71438999959867)"
2000,Minnesota,15.2,4.5,23.1,57.1,"Minnesota
(46.3556499998478, -94.79419999982997)"
2000,Mississippi,18.8,4.7,20.5,56,"Mississippi
(32.7455100000866, -89.53803000008429)"
2000,Missouri,22.6,4.6,24.7,48.1,"Missouri
(38.63578999960896, -92.5663000000448)"
2000,Montana,15.9,2.9,29.8,51.4,"Montana
(47.06653000015956, -109.42441999998289)"
2000,Nationwide (States and DC),17.7,5.1,24.3,52.3,
2000,"Nationwide (States, DC, and Territories)",17.6,5.1,24.3,52.6,
2000,Nebraska,16.5,4.8,24.3,54.5,"Nebraska
(41.6410400000961, -99.36572999973953)"
2000,Nevada,22,7.1,26.7,44.3,"Nevada
(39.49323999972637, -117.07183999971608)"
2000,New Hampshire,19.7,5.6,29.7,45,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2000,New Jersey,14.8,6.2,22.4,56.6,"New Jersey
(40.13056999960594, -74.2736899996936)"
2000,New Mexico,16.9,6.6,25.8,50.6,"New Mexico
(34.52088000011207, -106.24057999976702)"
2000,New York,15.9,5.7,25.6,52.9,"New York
(42.82699999955048, -75.54396999981549)"
2000,North Carolina,20.7,5.4,24.3,49.6,"North Carolina
(35.46624999963797, -79.1593199999179)"
2000,North Dakota,17.5,5.8,23.4,53.4,"North Dakota
(47.475320000018144, -100.11841999998285)"
2000,Ohio,21.1,5.1,23.2,50.6,"Ohio
(40.06020999969189, -82.40426000019869)"
2000,Oklahoma,19.8,3.5,19.3,57.4,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2000,Oregon,15.3,5.4,28.3,50.9,"Oregon
(44.567449999917756, -120.15502999983448)"
2000,Pennsylvania,19.3,5.1,24.5,51.1,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2000,Puerto Rico,9.2,3.9,15.2,71.6,"Puerto Rico
"
2000,Rhode Island,18.3,5.1,26.7,49.9,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2000,South Carolina,18.8,6.2,21.9,53.2,"South Carolina
(33.99855000018255, -81.0452500001872)"
2000,South Dakota,16.8,5.1,24.6,53.5,"South Dakota
(44.353130000049646, -100.37353000040906)"
2000,Tennessee,21.6,4,22.2,52.1,"Tennessee
(35.68094000038087, -85.77449000011325)"
2000,Texas,15.4,6.5,21.9,56.2,"Texas
(31.82724000022597, -99.42676999973554)"
2000,Utah,9.6,3.3,18.4,68.8,"Utah
(39.36070000030492, -111.58712999994941)"
2000,Vermont,16.5,4.9,30,48.5,"Vermont
(43.625379999687425, -72.51764000028561)"
2000,Virginia,16.1,5.3,23.3,55.3,"Virginia
(37.54268000028196, -78.45789000012326)"
2000,Washington,14.8,5.9,28.8,50.5,"Washington
(47.522280000022135, -120.47001000026114)"
2000,West Virginia,23.1,3,25.3,48.5,"West Virginia
(38.66550999958696, -80.71263999973604)"
2000,Wisconsin,18.1,6,27.1,48.8,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2000,Wyoming,18.2,5.6,25.1,51.1,"Wyoming
(43.23553999957147, -108.10982999975454)"
1999,Alabama,18.1,5.3,24.2,52.3,"Alabama
(32.840569999605975, -86.63186000013877)"
1999,Alaska,19.2,8.1,25.7,47,"Alaska
(64.84507999974238, -147.72205999986895)"
1999,Arizona,17.9,2.2,17.8,62.1,"Arizona
(34.86596999961597, -111.76380999973156)"
1999,Arkansas,22.6,4.6,23.1,49.7,"Arkansas
(34.748649999697875, -92.27448999971358)"
1999,California,12.5,6.2,26.4,54.9,"California
(37.638300000444815, -120.99958999997835)"
1999,Colorado,17.5,4.9,25.8,51.7,"Colorado
(38.842890000173554, -106.13314000041055)"
1999,Connecticut,17.5,5.3,25.3,51.9,"Connecticut
(41.56265999995918, -72.6498400002157)"
1999,Delaware,20.7,4.8,23.9,50.6,"Delaware
(39.00883000020451, -75.57774000040052)"
1999,District of Columbia,13.4,7.1,16.1,63.3,"District of Columbia
(38.89036999987576, -77.03195999965413)"
1999,Florida,16.3,4.3,26.8,52.6,"Florida
(28.932039999846268, -81.9289599999039)"
1999,Georgia,18.3,5.4,22.5,53.7,"Georgia
(32.83967999993223, -83.62758000031658)"
1999,Hawaii,14.4,4.1,22.9,58.6,"Hawaii
(21.304850000427336, -157.85774999956269)"
1999,Idaho,16,5.5,24.3,54.2,"Idaho
(43.682590000228515, -114.36368000023168)"
1999,Illinois,19.8,4.5,23.8,51.9,"Illinois
(40.485010000411364, -88.99770999971656)"
1999,Indiana,22.5,4.5,22,51,"Indiana
(39.76690999989677, -86.14996000035359)"
1999,Iowa,18.9,4.6,24.6,51.9,"Iowa
(42.469390000048634, -93.81649000001335)"
1999,Kansas,18.1,3,22.5,56.4,"Kansas
(38.34774000000118, -98.20077999969709)"
1999,Kentucky,25.6,4.2,23.2,47.1,"Kentucky
(37.645969999815804, -84.77496999996538)"
1999,Louisiana,18.7,4.8,20.7,55.8,"Louisiana
(31.31265999975932, -92.44567999993188)"
1999,Maine,19.8,3.5,29.5,47.2,"Maine
(45.25423000041434, -68.9850299999344)"
1999,Maryland,15.5,4.8,24.2,55.5,"Maryland
(39.29057999976732, -76.6092600004485)"
1999,Massachusetts,15.2,4.1,25.8,55,"Massachusetts
(42.27687000005062, -72.08269000004333)"
1999,Michigan,19.5,5.6,23.6,51.3,"Michigan
(44.661320000317914, -84.71438999959867)"
1999,Minnesota,15.1,4.4,20,60.5,"Minnesota
(46.3556499998478, -94.79419999982997)"
1999,Mississippi,18.5,4.4,20.3,56.8,"Mississippi
(32.7455100000866, -89.53803000008429)"
1999,Missouri,22.7,4.3,24.7,48.2,"Missouri
(38.63578999960896, -92.5663000000448)"
1999,Montana,16,4.2,27.7,52.1,"Montana
(47.06653000015956, -109.42441999998289)"
1999,Nationwide (States and DC),18,4.8,24,52.4,
1999,"Nationwide (States, DC, and Territories)",18,4.8,24,52.5,
1999,Nebraska,18.2,5,22.1,54.7,"Nebraska
(41.6410400000961, -99.36572999973953)"
1999,Nevada,24.3,7.2,29,39.5,"Nevada
(39.49323999972637, -117.07183999971608)"
1999,New Hampshire,18,4.3,29,48.7,"New Hampshire
(43.65595000019255, -71.50036000041354)"
1999,New Jersey,14.6,6,21.3,58.1,"New Jersey
(40.13056999960594, -74.2736899996936)"
1999,New Mexico,16.4,6,24.6,52.9,"New Mexico
(34.52088000011207, -106.24057999976702)"
1999,New York,17,4.8,23.1,55.1,"New York
(42.82699999955048, -75.54396999981549)"
1999,North Carolina,21,4.2,23.2,51.6,"North Carolina
(35.46624999963797, -79.1593199999179)"
1999,North Dakota,17,5.1,24.7,53.1,"North Dakota
(47.475320000018144, -100.11841999998285)"
1999,Ohio,23.6,4,24,48.4,"Ohio
(40.06020999969189, -82.40426000019869)"
1999,Oklahoma,22.4,2.8,18.7,56.1,"Oklahoma
(35.4720099999617, -97.52034999975251)"
1999,Oregon,16.1,5.4,28.1,50.5,"Oregon
(44.567449999917756, -120.15502999983448)"
1999,Pennsylvania,18.4,4.7,23.3,53.6,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
1999,Puerto Rico,9.7,4,15.3,71,"Puerto Rico
"
1999,Rhode Island,17.8,4.4,25.6,52.2,"Rhode Island
(41.70828000002217, -71.5224700001902)"
1999,South Carolina,18,5.6,20.4,56,"South Carolina
(33.99855000018255, -81.0452500001872)"
1999,South Dakota,17.6,4.8,25.1,52.4,"South Dakota
(44.353130000049646, -100.37353000040906)"
1999,Tennessee,21.9,2.9,20.7,54.4,"Tennessee
(35.68094000038087, -85.77449000011325)"
1999,Texas,15,7.5,23.3,54.3,"Texas
(31.82724000022597, -99.42676999973554)"
1999,Utah,10.3,3.7,17.3,68.8,"Utah
(39.36070000030492, -111.58712999994941)"
1999,Vermont,16.9,4.8,26.7,51.6,"Vermont
(43.625379999687425, -72.51764000028561)"
